0.000000000000000000e+00,1.000000000000000056e-01,1.000000000000000000e+01,-1.000000000000000056e-01,-1.000000000000000000e+01
1.010101010101010187e-02,2.000000000000000111e-01,5.000000000000000000e+00,-2.000000000000000111e-01,-5.000000000000000000e+00
2.020202020202020374e-02,3.000000000000000444e-01,3.333333333333333037e+00,-3.000000000000000444e-01,-3.333333333333333037e+00
3.030303030303030387e-02,4.000000000000000222e-01,2.500000000000000000e+00,-4.000000000000000222e-01,-2.500000000000000000e+00
4.040404040404040747e-02,5.000000000000000000e-01,2.000000000000000000e+00,-5.000000000000000000e-01,-2.000000000000000000e+00
5.050505050505051108e-02,5.999999999999999778e-01,1.666666666666666741e+00,-5.999999999999999778e-01,-1.666666666666666741e+00
6.060606060606060774e-02,7.000000000000000666e-01,1.428571428571428381e+00,-7.000000000000000666e-01,-1.428571428571428381e+00
7.070707070707071829e-02,8.000000000000000444e-01,1.250000000000000000e+00,-8.000000000000000444e-01,-1.250000000000000000e+00
8.080808080808081495e-02,9.000000000000000222e-01,1.111111111111111160e+00,-9.000000000000000222e-01,-1.111111111111111160e+00
9.090909090909091161e-02,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
1.010101010101010222e-01,1.100000000000000089e+00,9.090909090909090606e-01,-1.100000000000000089e+00,-9.090909090909090606e-01
1.111111111111111188e-01,1.200000000000000178e+00,8.333333333333332593e-01,-1.200000000000000178e+00,-8.333333333333332593e-01
1.212121212121212155e-01,1.300000000000000266e+00,7.692307692307690514e-01,-1.300000000000000266e+00,-7.692307692307690514e-01
1.313131313131313260e-01,1.400000000000000133e+00,7.142857142857141906e-01,-1.400000000000000133e+00,-7.142857142857141906e-01
1.414141414141414366e-01,1.500000000000000222e+00,6.666666666666665186e-01,-1.500000000000000222e+00,-6.666666666666665186e-01
1.515151515151515194e-01,1.600000000000000089e+00,6.250000000000000000e-01,-1.600000000000000089e+00,-6.250000000000000000e-01
1.616161616161616299e-01,1.700000000000000178e+00,5.882352941176469674e-01,-1.700000000000000178e+00,-5.882352941176469674e-01
1.717171717171717404e-01,1.800000000000000266e+00,5.555555555555554692e-01,-1.800000000000000266e+00,-5.555555555555554692e-01
1.818181818181818232e-01,1.900000000000000133e+00,5.263157894736841813e-01,-1.900000000000000133e+00,-5.263157894736841813e-01
1.919191919191919338e-01,2.000000000000000000e+00,5.000000000000000000e-01,-2.000000000000000000e+00,-5.000000000000000000e-01
2.020202020202020443e-01,2.100000000000000089e+00,4.761904761904761640e-01,-2.100000000000000089e+00,-4.761904761904761640e-01
2.121212121212121271e-01,2.200000000000000178e+00,4.545454545454545303e-01,-2.200000000000000178e+00,-4.545454545454545303e-01
2.222222222222222376e-01,2.300000000000000266e+00,4.347826086956521063e-01,-2.300000000000000266e+00,-4.347826086956521063e-01
2.323232323232323482e-01,2.400000000000000355e+00,4.166666666666666297e-01,-2.400000000000000355e+00,-4.166666666666666297e-01
2.424242424242424310e-01,2.500000000000000444e+00,3.999999999999999112e-01,-2.500000000000000444e+00,-3.999999999999999112e-01
2.525252525252525415e-01,2.600000000000000089e+00,3.846153846153845812e-01,-2.600000000000000089e+00,-3.846153846153845812e-01
2.626262626262626521e-01,2.700000000000000178e+00,3.703703703703703498e-01,-2.700000000000000178e+00,-3.703703703703703498e-01
2.727272727272727626e-01,2.800000000000000266e+00,3.571428571428570953e-01,-2.800000000000000266e+00,-3.571428571428570953e-01
