0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.010101010101010187e-02,9.919548128307953405e-01,1.265924535737492640e-01
2.020202020202020374e-02,9.679487013963562481e-01,2.511479871810792242e-01
3.030303030303030387e-02,9.283679330160725662e-01,3.716624556603275731e-01
4.040404040404040747e-02,8.738493770697849383e-01,4.861967361004687072e-01
5.050505050505051108e-02,8.052702575310586308e-01,5.929079290546404035e-01
6.060606060606060774e-02,7.237340381050700877e-01,6.900790114821120369e-01
7.070707070707071829e-02,6.305526670845225112e-01,7.761464642917568213e-01
8.080808080808081495e-02,5.272254676105023741e-01,8.497254299495143881e-01
9.090909090909091161e-02,4.154150130018864351e-01,9.096319953545183301e-01
1.010101010101010222e-01,2.969203753282749214e-01,9.549022414440738737e-01
1.111111111111111188e-01,1.736481776669304145e-01,9.848077530122080203e-01
1.212121212121212155e-01,4.758191582374218104e-02,9.988673391830079629e-01
1.313131313131313260e-01,-7.924995685678853929e-02,9.968547759519423845e-01
1.414141414141414366e-01,-2.048066680651907390e-01,9.788024462147787430e-01
1.515151515151515194e-01,-3.270679633174216616e-01,9.450008187146684557e-01
1.616161616161616299e-01,-4.440666126057741248e-01,8.959937742913358649e-01
1.717171717171717404e-01,-5.539200638661102571e-01,8.325698546347714002e-01
1.818181818181818232e-01,-6.548607339452849896e-01,7.557495743542582689e-01
1.919191919191919338e-01,-7.452644496757546699e-01,6.667690005162917322e-01
2.020202020202020443e-01,-8.236765814298326882e-01,5.670598638627708521e-01
2.121212121212121271e-01,-8.888354486549233657e-01,4.582265217274105185e-01
2.222222222222222376e-01,-9.396926207859083169e-01,3.420201433256688794e-01
2.323232323232323482e-01,-9.754297868854070463e-01,2.203105327865408081e-01
2.424242424242424310e-01,-9.954719225730845888e-01,9.505604330418243597e-02
2.525252525252525415e-01,-9.994965423831850826e-01,-3.172793349806785762e-02
2.626262626262626521e-01,-9.874388886763942885e-01,-1.580013959733500839e-01
2.727272727272727626e-01,-9.594929736144973687e-01,-2.817325568414298376e-01
2.828282828282828731e-01,-9.161084574320695895e-01,-4.009305354066137750e-01
2.929292929292929282e-01,-8.579834132349769549e-01,-5.136773915734064166e-01
3.030303030303030387e-01,-7.860530947427873949e-01,-6.181589862206052777e-01
3.131313131313131493e-01,-7.014748877063212706e-01,-7.126941713788629285e-01
3.232323232323232598e-01,-6.056096871376666080e-01,-7.957618405308320986e-01
